Company,Market Share Gaming GPU (%),Market Share Data Center GPU (%),Annual Revenue (Billion USD),Product Lines,Performance Gaming (1-10),Performance AI/Compute (1-10),Power Efficiency (1-10),Innovation Focus,Target Markets,Strengths,Weaknesses,Recent Major Development
MediaTek,44.24,0.16,22.97,"Dimensity, Mali GPU",10,3,2,Neural Networks,"Enterprise, Defense, AI/Compute, Telecommunications",Wide product portfolio,Security vulnerabilities,Introduced AI-focused GPUs
Sony,116.52,68.3,20.08,"Imagination GPU, PlayStation GPU",9,10,2,Low Latency Streaming,Defense,Wide product portfolio,Limited AI focus,Released latest mobile GPU
MediaTek,127.32,33.44,22.86,"Dimensity, Mali GPU",7,3,8,Quantum Computing,"Cloud, Financial Services",Strong developer ecosystem,Supply chain constraints,Upgraded software development kits
ASRock,48.44,50.19,9.33,Phantom Gaming,5,3,2,Energy Efficiency,AI/Compute,Advanced AI capabilities,Narrow product range,Introduced AI-focused GPUs
Sony,122.9,44.18,39.83,"Imagination GPU, PlayStation GPU",3,2,3,FPGA Optimization,"Telecommunications, Enterprise",Robust software support,Security vulnerabilities,Expanded cloud gaming services
Xilinx,65.7,32.71,2.23,"Alveo, Versal",9,9,2,FPGA Optimization,"Education, Gaming, AI/Compute, Consumer Electronics",Advanced AI capabilities,Limited mobile presence,Introduced AI-focused GPUs
MediaTek,150.62,38.71,26.64,Mali GPU,4,8,6,Ray Tracing,"Data Center, AI/Compute",Competitive pricing,High power consumption,Introduced AI-focused GPUs
Huawei,74.56,15.47,39.81,"Kirin GPU, Ascend AI",3,9,9,Low Latency Streaming,"Media & Entertainment, Consumer Electronics",Competitive pricing,Narrow product range,Announced new AI research lab
Micron,49.7,20.44,18.31,"GDDR, HBM Memory",1,10,1,Cloud Gaming,Consumer Electronics,Strong developer ecosystem,Narrow product range,Expanded cloud gaming services
ARM,59.42,12.27,21.87,"Ethos, Neoverse",4,2,6,Multi-GPU Scaling,"Telecommunications, Financial Services",Innovative R&D,Smaller developer base,Enhanced power efficiency technologies
Analog Devices,164.74,47.52,7.65,SHARC,5,4,2,Ray Tracing,"Financial Services, IoT, Defense",Leading performance,Narrow product range,Expanded cloud gaming services
NXP Semiconductors,44.14,46.99,2.97,i.MX GPU,3,2,6,Multi-GPU Scaling,"Defense, Mobile, Gaming, Education",Global market presence,Software compatibility issues,Expanded cloud gaming services
Texas Instruments,105.34,31.39,13.84,"TMS320, DSP",3,1,2,Quantum Computing,"IoT, Cloud, Telecommunications",Leading performance,Inconsistent performance,Released latest mobile GPU
Micron,35.26,70.28,5.65,"HBM Memory, GDDR",1,4,1,Cloud Gaming,Automotive,Global market presence,Smaller developer base,Enhanced power efficiency technologies
Analog Devices,146.48,38.53,19.2,Blackfin,4,1,8,Edge Computing,"Automotive, Healthcare, Data Center, Gaming",Leading performance,Software compatibility issues,Introduced AI-focused GPUs
NXP Semiconductors,123.86,74.42,20.64,Layerscape,5,5,3,Autonomous Vehicles,"Healthcare, Data Center, Financial Services, Defense",Innovative R&D,Inconsistent performance,Upgraded software development kits
IBM,85.62,72.73,1.71,Z Series,9,4,9,Low Latency Streaming,"Automotive, Financial Services",Competitive pricing,High power consumption,Released latest mobile GPU
Xilinx,43.86,39.07,22.89,Versal,1,4,2,Deep Learning,Education,Diverse product applications,Inconsistent performance,Introduced AI-focused GPUs
ARM,64.06,18.19,12.93,"Mali, Ethos",2,6,10,Low Latency Streaming,"Cloud, AI/Compute, Gaming",Innovative R&D,Late to market in some segments,Released VR-optimized hardware
Analog Devices,99.22,0.35,19.0,"Blackfin, SHARC",3,10,3,VR/AR,"Financial Services, Healthcare",Scalable architectures,Inconsistent performance,Released latest mobile GPU
MediaTek,150.92,12.23,5.7,Mali GPU,3,4,2,Multi-GPU Scaling,Enterprise,Robust software support,Limited mobile presence,Partnered with automotive leaders
Apple,109.92,66.73,11.42,"M2 GPU, A14 GPU, M1 GPU",9,9,4,Cloud Gaming,"Consumer Electronics, Automotive, Education",Advanced AI capabilities,Security vulnerabilities,Expanded cloud gaming services
Micron,159.52,57.6,32.48,HBM Memory,5,1,8,High Performance Computing,"Data Center, Media & Entertainment, Defense, Cloud",Leading performance,High prices,Upgraded software development kits
Marvell,45.46,47.59,5.88,"OCTEON, Alaska",6,2,4,Edge Computing,"Cloud, IoT",Diverse product applications,Late to market in some segments,Partnered with automotive leaders
ASRock,49.84,73.68,32.9,"X570 GPU, Phantom Gaming",8,4,4,Energy Efficiency,Consumer Electronics,Competitive pricing,Narrow product range,Expanded cloud gaming services
Samsung,77.06,65.16,4.43,RDNA,4,4,3,VR/AR,"Financial Services, Education, Enterprise",Wide product portfolio,Inconsistent performance,Partnered with automotive leaders
Huawei,168.98,48.3,15.22,Ascend AI,5,10,1,FPGA Optimization,"Mobile, Education, Enterprise, Gaming",Advanced AI capabilities,High prices,Released latest mobile GPU
Analog Devices,2.26,58.03,7.35,"Blackfin, SHARC",8,8,9,VR/AR,"Healthcare, Consumer Electronics",Wide product portfolio,Inconsistent performance,Expanded cloud gaming services
Sony,101.6,33.08,16.51,"Imagination GPU, PlayStation GPU",9,8,10,VR/AR,Education,Wide product portfolio,Supply chain constraints,Upgraded software development kits
Samsung,125.9,51.96,28.05,Mali GPU,5,7,2,VR/AR,"Consumer Electronics, Financial Services",Leading performance,Complex integration,Launched new RTX 40 series
ARM,98.78,6.52,2.2,"Neoverse, Ethos, Mali",1,10,8,Ray Tracing,Mobile,Robust software support,Software compatibility issues,Enhanced power efficiency technologies
MediaTek,20.76,70.9,33.66,"Mali GPU, Dimensity",9,5,6,Blockchain Security,"Consumer Electronics, AI/Compute, Enterprise, IoT",Strong developer ecosystem,High power consumption,Integrated 5G with GPUs
IBM,12.82,14.02,24.65,"Z Series, PowerAI, Watson GPU",1,6,1,5G Integration,"Consumer Electronics, Financial Services",Strong brand recognition,Supply chain constraints,Launched new RTX 40 series
ARM,103.1,27.25,9.93,"Neoverse, Ethos",4,4,9,Ray Tracing,Automotive,Strong brand recognition,Smaller developer base,Announced new AI research lab
Huawei,92.68,3.18,11.01,"Kirin GPU, Ascend AI",7,9,9,Cloud Gaming,"Mobile, Financial Services",Competitive pricing,Narrow product range,Acquired Mellanox
Micron,140.42,45.57,5.14,"GDDR, HBM Memory",1,10,3,5G Integration,Mobile,Diverse product applications,Software compatibility issues,Debuted multi-GPU scaling tech
Texas Instruments,63.9,55.56,0.87,DSP,10,1,8,Deep Learning,"Healthcare, Cloud",Strong partnerships,Late to market in some segments,Acquired Mellanox
Qualcomm,38.04,31.84,31.29,"Kryo, Snapdragon GPU",9,7,10,5G Integration,"AI/Compute, Gaming",Strong brand recognition,Complex integration,Integrated 5G with GPUs
NXP Semiconductors,16.36,49.09,17.76,"Layerscape, i.MX GPU",10,6,7,AI Acceleration,"Education, Financial Services, Mobile, Enterprise",Diverse product applications,Late to market in some segments,Launched new RTX 40 series
Intel,2.58,50.27,7.6,"Iris, HD Graphics",7,1,2,AI Acceleration,"Enterprise, AI/Compute, Telecommunications, Healthcare",Cutting-edge technology,Complex integration,Announced new AI research lab
Sony,37.5,13.48,27.98,"Imagination GPU, PlayStation GPU",7,3,5,Edge Computing,"Education, Media & Entertainment, Enterprise, Gaming",Scalable architectures,Smaller developer base,Debuted multi-GPU scaling tech
NXP Semiconductors,62.06,2.89,36.82,"i.MX GPU, Layerscape",1,8,7,Blockchain Security,"Gaming, Telecommunications, Education, Automotive",Strong developer ecosystem,Software compatibility issues,Partnered with automotive leaders
Marvell,27.06,66.8,9.77,"Alaska, OCTEON",1,8,2,Quantum Computing,"Healthcare, Media & Entertainment",Strong partnerships,High prices,Integrated 5G with GPUs
IBM,164.1,61.4,38.02,"PowerAI, Z Series, Watson GPU",4,7,9,Low Latency Streaming,"Defense, Consumer Electronics, Telecommunications, Financial Services",Strong brand recognition,Late to market in some segments,Upgraded software development kits
Qualcomm,88.46,25.44,32.74,"Adreno, Snapdragon GPU, Kryo",7,8,8,Deep Learning,"Enterprise, Cloud",Strong brand recognition,Smaller developer base,Introduced AI-focused GPUs
Marvell,90.42,0.6,39.94,"Alaska, OCTEON",2,6,8,AI Acceleration,Defense,Diverse product applications,High prices,Expanded cloud gaming services
Qualcomm,108.58,68.53,1.74,"Kryo, Snapdragon GPU",3,7,8,5G Integration,"Automotive, AI/Compute, Mobile",Leading performance,Supply chain constraints,Introduced AI-focused GPUs
Google,140.58,66.14,9.72,TPU,3,5,10,Edge Computing,"Financial Services, Media & Entertainment, Cloud",Leading performance,High power consumption,Expanded cloud gaming services
Intel,137.06,20.44,4.27,"Optane, Arc, Iris",8,4,9,Multi-GPU Scaling,AI/Compute,High power efficiency,High power consumption,Launched new RTX 40 series
ARM,11.06,14.72,24.37,"Neoverse, Ethos",6,6,5,Quantum Computing,"Enterprise, Cloud",Diverse product applications,High prices,Released latest mobile GPU
Texas Instruments,27.1,40.83,31.48,TMS320,7,10,1,Energy Efficiency,"Financial Services, Defense, AI/Compute, Cloud",Strong partnerships,High power consumption,Partnered with automotive leaders
Texas Instruments,62.16,60.25,6.66,"DSP, TMS320",10,8,4,Edge Computing,"AI/Compute, Data Center",High power efficiency,Supply chain constraints,Debuted multi-GPU scaling tech
AMD,91.78,47.34,16.12,Instinct,1,3,7,Blockchain Security,"Media & Entertainment, Automotive, Defense, Data Center",Strong developer ecosystem,Smaller developer base,Expanded cloud gaming services
Nvidia,93.38,7.95,4.7,DGX,2,1,6,High Performance Computing,Enterprise,Wide product portfolio,Supply chain constraints,Integrated 5G with GPUs
AMD,158.5,29.68,2.01,"Vega, Instinct, Ryzen Graphics",6,5,5,Deep Learning,"Data Center, Financial Services",Strong partnerships,Late to market in some segments,Partnered with automotive leaders
Google,145.52,14.32,37.69,"Tensor, TPU, Coral Edge TPU",2,1,8,High Performance Computing,"Defense, Healthcare, Financial Services, AI/Compute",Scalable architectures,Inconsistent performance,Announced new AI research lab
Nvidia,100.88,43.29,1.11,"Shield, Tesla",6,9,5,VR/AR,"Mobile, Telecommunications",Strong partnerships,Narrow product range,Acquired Mellanox
Samsung,117.1,27.14,12.24,"Mali GPU, Exynos GPU, RDNA",4,3,8,Edge Computing,"Mobile, Cloud",Innovative R&D,Security vulnerabilities,Expanded cloud gaming services
Huawei,38.1,13.58,29.71,Ascend AI,2,8,7,Energy Efficiency,Defense,Scalable architectures,Limited mobile presence,Upgraded software development kits
Samsung,6.68,40.66,27.53,"Exynos GPU, Mali GPU",10,4,10,Mobile Graphics,"Telecommunications, Defense",Advanced AI capabilities,Supply chain constraints,Upgraded software development kits
Broadcom,119.54,54.51,22.85,"StrataDNX, Tomahawk",8,4,2,AI Acceleration,Media & Entertainment,Cutting-edge technology,Software compatibility issues,Debuted multi-GPU scaling tech
Texas Instruments,61.92,9.89,21.44,DSP,6,9,8,Energy Efficiency,Mobile,Global market presence,High power consumption,Enhanced power efficiency technologies
Intel,31.44,60.12,11.52,HD Graphics,5,10,7,FPGA Optimization,"IoT, AI/Compute, Cloud",Competitive pricing,Narrow product range,Partnered with automotive leaders
Analog Devices,76.82,21.14,28.62,Blackfin,8,10,4,Autonomous Vehicles,"Enterprise, Media & Entertainment, Defense",Competitive pricing,Narrow product range,Partnered with automotive leaders
Samsung,135.2,69.15,31.24,"Mali GPU, Exynos GPU, RDNA",1,6,3,5G Integration,"Defense, Data Center",High power efficiency,High prices,Partnered with automotive leaders
Qualcomm,60.56,11.17,1.6,"Adreno, Kryo",9,8,1,AI Acceleration,"Healthcare, Defense, Financial Services",High power efficiency,High prices,Upgraded software development kits
MediaTek,49.64,73.25,35.08,Dimensity,8,9,2,Ray Tracing,IoT,Wide product portfolio,High prices,Released latest mobile GPU
MediaTek,73.7,21.51,7.04,"Dimensity, Mali GPU",10,7,5,Blockchain Security,Healthcare,Global market presence,Security vulnerabilities,Announced new AI research lab
Micron,41.2,70.52,34.11,GDDR,6,1,8,Edge Computing,"Mobile, Financial Services, Healthcare",Strong developer ecosystem,Narrow product range,Released VR-optimized hardware
Samsung,153.32,7.71,26.96,Mali GPU,10,7,3,Blockchain Security,"IoT, Defense, AI/Compute, Financial Services",Competitive pricing,High power consumption,Released latest mobile GPU
Google,67.28,1.23,8.29,"Tensor, TPU, Coral Edge TPU",10,3,10,High Performance Computing,"Education, Cloud, Consumer Electronics, Telecommunications",Strong partnerships,Narrow product range,Debuted multi-GPU scaling tech
Analog Devices,52.98,1.14,11.42,"Blackfin, SHARC",3,6,3,Autonomous Vehicles,"Media & Entertainment, Gaming, Automotive, Defense",Strong partnerships,Complex integration,Partnered with automotive leaders
ARM,49.04,43.09,6.73,"Neoverse, Ethos",2,1,10,Autonomous Vehicles,Telecommunications,Competitive pricing,Limited mobile presence,Acquired Mellanox
Xilinx,66.02,0.28,31.77,Versal,2,4,10,Low Latency Streaming,Data Center,Competitive pricing,Smaller developer base,Released latest mobile GPU
AMD,62.64,29.2,3.06,"FirePro, Ryzen Graphics",3,9,9,Neural Networks,"Consumer Electronics, Mobile, Education",Diverse product applications,High prices,Expanded cloud gaming services
Google,126.3,58.5,22.7,Coral Edge TPU,3,6,5,FPGA Optimization,AI/Compute,Innovative R&D,Narrow product range,Released VR-optimized hardware
MediaTek,38.44,60.49,22.82,"Dimensity, Mali GPU",10,2,3,Low Latency Streaming,Financial Services,Leading performance,Supply chain constraints,Expanded cloud gaming services
NXP Semiconductors,128.58,49.09,15.18,i.MX GPU,6,7,8,VR/AR,"Financial Services, Consumer Electronics, Defense, Mobile",Strong brand recognition,Smaller developer base,Partnered with automotive leaders
AMD,91.7,55.9,6.65,"Ryzen Graphics, FirePro",8,5,7,High Performance Computing,"Media & Entertainment, Data Center",Innovative R&D,Limited mobile presence,Partnered with automotive leaders
Analog Devices,117.82,60.96,8.14,"Blackfin, SHARC",5,6,9,Neural Networks,"Data Center, Mobile, Defense",Wide product portfolio,Inconsistent performance,Launched new RTX 40 series
Qualcomm,65.34,0.13,10.34,"Kryo, Snapdragon GPU, Adreno",10,10,9,Energy Efficiency,Consumer Electronics,Leading performance,High prices,Integrated 5G with GPUs
Broadcom,64.54,4.12,23.54,Tomahawk,1,1,8,FPGA Optimization,Mobile,Diverse product applications,Security vulnerabilities,Acquired Mellanox
Texas Instruments,61.32,70.22,18.04,TMS320,1,3,2,Cloud Gaming,"IoT, Data Center, Cloud",Cutting-edge technology,Inconsistent performance,Debuted multi-GPU scaling tech
Analog Devices,62.96,29.74,36.26,"Blackfin, SHARC",1,6,5,Autonomous Vehicles,"Financial Services, Education, Healthcare, Telecommunications",Leading performance,Late to market in some segments,Debuted multi-GPU scaling tech
Xilinx,155.02,71.44,21.69,"Versal, Alveo",3,3,5,Edge Computing,"Data Center, Gaming",Global market presence,Limited AI focus,Integrated 5G with GPUs
Samsung,61.18,59.55,11.37,"RDNA, Exynos GPU, Mali GPU",5,8,8,Energy Efficiency,"Enterprise, Automotive, Gaming",Cutting-edge technology,Supply chain constraints,Released VR-optimized hardware
Marvell,72.76,6.41,36.66,"Alaska, OCTEON",2,6,7,Quantum Computing,"Enterprise, Healthcare, Data Center",Global market presence,Complex integration,Introduced AI-focused GPUs
AMD,117.38,19.76,39.37,"Vega, Ryzen Graphics, Radeon",1,2,5,FPGA Optimization,"Cloud, Consumer Electronics",Strong developer ecosystem,Inconsistent performance,Partnered with automotive leaders
Xilinx,138.88,38.57,35.21,"Versal, Alveo",4,5,6,Edge Computing,"Enterprise, IoT, Telecommunications, Education",Global market presence,High power consumption,Enhanced power efficiency technologies
Google,69.44,72.82,22.15,"TPU, Coral Edge TPU, Tensor",1,6,7,Ray Tracing,Cloud,Wide product portfolio,Late to market in some segments,Acquired Mellanox
Google,10.58,65.4,37.07,"Tensor, TPU, Coral Edge TPU",2,6,4,Low Latency Streaming,"Gaming, Consumer Electronics, Cloud, Financial Services",Cutting-edge technology,Limited AI focus,Acquired Mellanox
Google,158.58,18.75,33.97,"Coral Edge TPU, TPU, Tensor",7,3,2,VR/AR,"Automotive, AI/Compute, Gaming, Defense",Robust software support,Narrow product range,Released latest mobile GPU
Texas Instruments,65.16,57.56,23.66,"TMS320, DSP",5,4,7,VR/AR,"Mobile, Cloud",Diverse product applications,High power consumption,Acquired Mellanox
Marvell,130.32,2.32,12.82,"Alaska, OCTEON",8,7,10,Ray Tracing,"Defense, Gaming, AI/Compute, Data Center",Global market presence,Narrow product range,Announced new AI research lab
ASRock,65.88,59.23,22.64,"Phantom Gaming, X570 GPU",3,9,3,Quantum Computing,"Data Center, AI/Compute",Leading performance,Narrow product range,Launched new RTX 40 series
Google,160.18,67.0,29.94,"Coral Edge TPU, TPU, Tensor",5,2,6,Mobile Graphics,"Financial Services, Defense, Healthcare, Cloud",Innovative R&D,Limited AI focus,Debuted multi-GPU scaling tech
Sony,127.74,66.45,12.64,"PlayStation GPU, Imagination GPU",10,1,10,Neural Networks,Education,Leading performance,Complex integration,Announced new AI research lab
Micron,14.52,58.92,27.48,HBM Memory,6,2,6,Low Latency Streaming,"Consumer Electronics, Automotive, Media & Entertainment",Wide product portfolio,Software compatibility issues,Debuted multi-GPU scaling tech
